name	op	type	ne_at_first_sight
cache_s_l18 (reshaped)	RESHAPE	f32	262144x1x1x1
cache_s_l18 (reshaped) (view)	VIEW	f32	262144x1x1x1
cache_s_l18 (reshaped) (view) (view)	SCALE	f32	262144x1x1x1
node_1089	GET_ROWS	f32	262144x1x1x1
node_1090	GET_ROWS	f32	262144x0x1x1
cache_s_l18 (view)	VIEW	f32	262144x0x1x1
cache_s_l18 (view) (copy of )	CPY	f32	262144x0x1x1
conv_output_raw-18	SSM_CONV	f32	6144x1x1x1
conv_output_silu-18	SILU	f32	6144x1x1x1
q_conv-18	VIEW	f32	128x16x1x1
node_1096	RMS_NORM	f32	128x16x1x1
q_conv_predelta-18	SCALE	f32	128x16x1x1
k_conv-18	VIEW	f32	128x16x1x1
node_1099	RMS_NORM	f32	128x16x1x1
k_conv_predelta-18	SCALE	f32	128x16x1x1
v_conv_predelta-18	VIEW	f32	128x16x1x1
node_1102	MUL_MAT	f32	16x1x1x1
alpha-18	RESHAPE	f32	16x1x1x1
node_1104	ADD	f32	16x1x1x1
a_softplus-18	SOFTPLUS	f32	16x1x1x1
gate-18	MUL	f32	16x1x1x1
gate-18 (reshaped)	RESHAPE	f32	1x16x1x1
node_1108	MUL_MAT	f32	16x1x1x1
beta-18	RESHAPE	f32	1x16x1x1
beta_sigmoid-18	SIGMOID	f32	1x16x1x1
state_predelta-18	RESHAPE	f32	128x128x16x1
node_1112	GATED_DELTA_NET	f32	2048x129x1x1
new_state-18	VIEW	f32	128x128x16x1
cache_s_l18 (view) (copy of new_state-18)	CPY	f32	262144x1x1x1
attn_output-18	VIEW	f32	128x16x1x1
node_1118	MUL	f32	128x16x1x1
z-18	MUL_MAT	f32	2048x1x1x1
z-18 (reshaped)	RESHAPE	f32	128x16x1x1
node_1121	SILU	f32	128x16x1x1
node_1122	MUL	f32	128x16x1x1
final_output-18	RESHAPE	f32	2048x1x1x1
linear_attn_out-18	MUL_MAT	f32	1024x1x1x1
linear_attn_out-18 (reshaped)	RESHAPE	f32	1024x1x1x1
attn_residual-18	ADD	f32	1024x1x1x1
attn_post_norm-18	MUL	f32	1024x1x1x1
ffn_gate-18	MUL_MAT	f32	3584x1x1x1
ffn_up-18	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-18	SWIGLU	f32	3584x1x1x1
ffn_out-18	MUL_MAT	f32	1024x1x1x1
l_out-18	ADD	f32	1024x1x1x1
norm-19	RMS_NORM	f32	1024x1x1x1
attn_norm-19	MUL	f32	1024x1x1x1
Qcur_full-19	MUL_MAT	f32	4096x1x1x1
Qcur_reshaped-19	VIEW	f32	256x8x1x1
Qcur_normed-19	MUL	f32	256x8x1x1
Qcur-19	ROPE	f32	256x8x1x1
Vcur-19	MUL_MAT	f32	512x1x1x1
Kcur-19	MUL_MAT	f32	512x1x1x1
Kcur-19 (reshaped)	RESHAPE	f32	256x2x1x1
Kcur_normed-19	MUL	f32	256x2x1x1
Kcur-19 (view)	VIEW	f32	512x1x1x1
cache_k_l19 (view)	SET_ROWS	f16	512x256x1x1
Vcur-19 (view)	VIEW	f32	512x1x1x1
cache_v_l19 (view)	SET_ROWS	f16	512x256x1x1
Qcur-19 (view)	VIEW	f32	256x8x1x1
Qcur-19 (view) (permuted)	PERMUTE	f32	256x1x8x1
cache_k_l19 (view) (permuted)	PERMUTE	f16	256x256x2x1
cache_v_l19 (view) (permuted)	PERMUTE	f16	256x256x2x1
node_1158	FLASH_ATTN_EXT	f32	256x8x1x1
attn_pregate-19	RESHAPE	f32	2048x1x1x1
Qcur_full-19 (view)	VIEW	f32	256x8x1x1
gate_reshaped-19	CONT	f32	2048x1x1x1
gate_sigmoid-19	SIGMOID	f32	2048x1x1x1
attn_gated-19	MUL	f32	2048x1x1x1
attn_output-19	MUL_MAT	f32	1024x1x1x1
attn_residual-19	ADD	f32	1024x1x1x1
attn_post_norm-19	MUL	f32	1024x1x1x1
ffn_gate-19	MUL_MAT	f32	3584x1x1x1
ffn_up-19	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-19	SWIGLU	f32	3584x1x1x1
ffn_out-19	MUL_MAT	f32	1024x1x1x1
l_out-19	ADD	f32	1024x1x1x1
norm-20	RMS_NORM	f32	1024x1x1x1
attn_norm-20	MUL	f32	1024x1x1x1
cache_r_l20 (reshaped)	RESHAPE	f32	18432x1x1x1
cache_r_l20 (reshaped) (view)	VIEW	f32	18432x1x1x1
cache_r_l20 (reshaped) (view) (view)	SCALE	f32	18432x1x1x1
conv_states-20	GET_ROWS	f32	18432x1x1x1
node_1179	GET_ROWS	f32	18432x0x1x1
cache_r_l20 (view)	VIEW	f32	18432x0x1x1
cache_r_l20 (view) (copy of )	CPY	f32	18432x0x1x1
conv_states_reshaped-20	RESHAPE	f32	3x6144x1x1
node_1183	MUL_MAT	f32	6144x1x1x1
linear_attn_qkv_mixed-20	RESHAPE	f32	6144x1x1x1
qkv_mixed_transposed-20	TRANSPOSE	f32	1x6144x1x1
conv_input-20	CONCAT	f32	4x6144x1x1
conv_state_last-20	VIEW	f32	3x6144x1x1
conv_state_update-20	VIEW	f32	18432x1x1x1
conv_state_update-20 (copy of conv_state_last-20)	CPY	f32	18432x1x1x1
cache_s_l20 (reshaped)	RESHAPE	f32	262144x1x1x1
cache_s_l20 (reshaped) (view)	VIEW	f32	262144x1x1x1
cache_s_l20 (reshaped) (view) (view)	SCALE	f32	262144x1x1x1
node_1193	GET_ROWS	f32	262144x1x1x1
node_1194	GET_ROWS	f32	262144x0x1x1
cache_s_l20 (view)	VIEW	f32	262144x0x1x1
cache_s_l20 (view) (copy of )	CPY	f32	262144x0x1x1
conv_output_raw-20	SSM_CONV	f32	6144x1x1x1
conv_output_silu-20	SILU	f32	6144x1x1x1
q_conv-20	VIEW	f32	128x16x1x1
node_1200	RMS_NORM	f32	128x16x1x1
q_conv_predelta-20	SCALE	f32	128x16x1x1
k_conv-20	VIEW	f32	128x16x1x1
node_1203	RMS_NORM	f32	128x16x1x1
k_conv_predelta-20	SCALE	f32	128x16x1x1
v_conv_predelta-20	VIEW	f32	128x16x1x1
node_1206	MUL_MAT	f32	16x1x1x1
alpha-20	RESHAPE	f32	16x1x1x1
node_1208	ADD	f32	16x1x1x1
a_softplus-20	SOFTPLUS	f32	16x1x1x1
gate-20	MUL	f32	16x1x1x1
gate-20 (reshaped)	RESHAPE	f32	1x16x1x1
node_1212	MUL_MAT	f32	16x1x1x1
beta-20	RESHAPE	f32	1x16x1x1
beta_sigmoid-20	SIGMOID	f32	1x16x1x1
state_predelta-20	RESHAPE	f32	128x128x16x1
node_1216	GATED_DELTA_NET	f32	2048x129x1x1
new_state-20	VIEW	f32	128x128x16x1
cache_s_l20 (view) (copy of new_state-20)	CPY	f32	262144x1x1x1
attn_output-20	VIEW	f32	128x16x1x1
node_1222	MUL	f32	128x16x1x1
z-20	MUL_MAT	f32	2048x1x1x1
z-20 (reshaped)	RESHAPE	f32	128x16x1x1
node_1225	SILU	f32	128x16x1x1
node_1226	MUL	f32	128x16x1x1
final_output-20	RESHAPE	f32	2048x1x1x1
linear_attn_out-20	MUL_MAT	f32	1024x1x1x1
linear_attn_out-20 (reshaped)	RESHAPE	f32	1024x1x1x1
attn_residual-20	ADD	f32	1024x1x1x1
attn_post_norm-20	MUL	f32	1024x1x1x1
ffn_gate-20	MUL_MAT	f32	3584x1x1x1
ffn_up-20	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-20	SWIGLU	f32	3584x1x1x1
ffn_out-20	MUL_MAT	f32	1024x1x1x1
l_out-20	ADD	f32	1024x1x1x1
norm-21	RMS_NORM	f32	1024x1x1x1
attn_norm-21	MUL	f32	1024x1x1x1
cache_r_l21 (reshaped)	RESHAPE	f32	18432x1x1x1
cache_r_l21 (reshaped) (view)	VIEW	f32	18432x1x1x1
cache_r_l21 (reshaped) (view) (view)	SCALE	f32	18432x1x1x1
conv_states-21	GET_ROWS	f32	18432x1x1x1
node_1244	GET_ROWS	f32	18432x0x1x1
cache_r_l21 (view)	VIEW	f32	18432x0x1x1
cache_r_l21 (view) (copy of )	CPY	f32	18432x0x1x1
conv_states_reshaped-21	RESHAPE	f32	3x6144x1x1
node_1248	MUL_MAT	f32	6144x1x1x1
linear_attn_qkv_mixed-21	RESHAPE	f32	6144x1x1x1
qkv_mixed_transposed-21	TRANSPOSE	f32	1x6144x1x1
conv_input-21	CONCAT	f32	4x6144x1x1
conv_state_last-21	VIEW	f32	3x6144x1x1
conv_state_update-21	VIEW	f32	18432x1x1x1
conv_state_update-21 (copy of conv_state_last-21)	CPY	f32	18432x1x1x1
cache_s_l21 (reshaped)	RESHAPE	f32	262144x1x1x1
cache_s_l21 (reshaped) (view)	VIEW	f32	262144x1x1x1
cache_s_l21 (reshaped) (view) (view)	SCALE	f32	262144x1x1x1
node_1258	GET_ROWS	f32	262144x1x1x1
node_1259	GET_ROWS	f32	262144x0x1x1
cache_s_l21 (view)	VIEW	f32	262144x0x1x1
cache_s_l21 (view) (copy of )	CPY	f32	262144x0x1x1
conv_output_raw-21	SSM_CONV	f32	6144x1x1x1
conv_output_silu-21	SILU	f32	6144x1x1x1
q_conv-21	VIEW	f32	128x16x1x1
node_1265	RMS_NORM	f32	128x16x1x1
q_conv_predelta-21	SCALE	f32	128x16x1x1
k_conv-21	VIEW	f32	128x16x1x1
node_1268	RMS_NORM	f32	128x16x1x1
k_conv_predelta-21	SCALE	f32	128x16x1x1
v_conv_predelta-21	VIEW	f32	128x16x1x1
node_1271	MUL_MAT	f32	16x1x1x1
alpha-21	RESHAPE	f32	16x1x1x1
node_1273	ADD	f32	16x1x1x1
a_softplus-21	SOFTPLUS	f32	16x1x1x1
gate-21	MUL	f32	16x1x1x1
gate-21 (reshaped)	RESHAPE	f32	1x16x1x1
node_1277	MUL_MAT	f32	16x1x1x1
beta-21	RESHAPE	f32	1x16x1x1
beta_sigmoid-21	SIGMOID	f32	1x16x1x1
state_predelta-21	RESHAPE	f32	128x128x16x1
node_1281	GATED_DELTA_NET	f32	2048x129x1x1
new_state-21	VIEW	f32	128x128x16x1
cache_s_l21 (view) (copy of new_state-21)	CPY	f32	262144x1x1x1
attn_output-21	VIEW	f32	128x16x1x1
node_1287	MUL	f32	128x16x1x1
z-21	MUL_MAT	f32	2048x1x1x1
z-21 (reshaped)	RESHAPE	f32	128x16x1x1
node_1290	SILU	f32	128x16x1x1
node_1291	MUL	f32	128x16x1x1
final_output-21	RESHAPE	f32	2048x1x1x1
linear_attn_out-21	MUL_MAT	f32	1024x1x1x1
linear_attn_out-21 (reshaped)	RESHAPE	f32	1024x1x1x1
attn_residual-21	ADD	f32	1024x1x1x1
attn_post_norm-21	MUL	f32	1024x1x1x1
ffn_gate-21	MUL_MAT	f32	3584x1x1x1
ffn_up-21	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-21	SWIGLU	f32	3584x1x1x1
ffn_out-21	MUL_MAT	f32	1024x1x1x1
l_out-21	ADD	f32	1024x1x1x1
norm-22	RMS_NORM	f32	1024x1x1x1
attn_norm-22	MUL	f32	1024x1x1x1
cache_r_l22 (reshaped)	RESHAPE	f32	18432x1x1x1
cache_r_l22 (reshaped) (view)	VIEW	f32	18432x1x1x1
cache_r_l22 (reshaped) (view) (view)	SCALE	f32	18432x1x1x1
conv_states-22	GET_ROWS	f32	18432x1x1x1
node_1309	GET_ROWS	f32	18432x0x1x1
cache_r_l22 (view)	VIEW	f32	18432x0x1x1
cache_r_l22 (view) (copy of )	CPY	f32	18432x0x1x1
conv_states_reshaped-22	RESHAPE	f32	3x6144x1x1
node_1313	MUL_MAT	f32	6144x1x1x1
linear_attn_qkv_mixed-22	RESHAPE	f32	6144x1x1x1
qkv_mixed_transposed-22	TRANSPOSE	f32	1x6144x1x1
conv_input-22	CONCAT	f32	4x6144x1x1
conv_state_last-22	VIEW	f32	3x6144x1x1
conv_state_update-22	VIEW	f32	18432x1x1x1
conv_state_update-22 (copy of conv_state_last-22)	CPY	f32	18432x1x1x1
cache_s_l22 (reshaped)	RESHAPE	f32	262144x1x1x1
cache_s_l22 (reshaped) (view)	VIEW	f32	262144x1x1x1
cache_s_l22 (reshaped) (view) (view)	SCALE	f32	262144x1x1x1
node_1323	GET_ROWS	f32	262144x1x1x1
node_1324	GET_ROWS	f32	262144x0x1x1
cache_s_l22 (view)	VIEW	f32	262144x0x1x1
cache_s_l22 (view) (copy of )	CPY	f32	262144x0x1x1
conv_output_raw-22	SSM_CONV	f32	6144x1x1x1
conv_output_silu-22	SILU	f32	6144x1x1x1
q_conv-22	VIEW	f32	128x16x1x1
node_1330	RMS_NORM	f32	128x16x1x1
q_conv_predelta-22	SCALE	f32	128x16x1x1
k_conv-22	VIEW	f32	128x16x1x1
node_1333	RMS_NORM	f32	128x16x1x1
k_conv_predelta-22	SCALE	f32	128x16x1x1
v_conv_predelta-22	VIEW	f32	128x16x1x1
node_1336	MUL_MAT	f32	16x1x1x1
alpha-22	RESHAPE	f32	16x1x1x1
node_1338	ADD	f32	16x1x1x1
a_softplus-22	SOFTPLUS	f32	16x1x1x1
gate-22	MUL	f32	16x1x1x1
gate-22 (reshaped)	RESHAPE	f32	1x16x1x1
node_1342	MUL_MAT	f32	16x1x1x1
beta-22	RESHAPE	f32	1x16x1x1
beta_sigmoid-22	SIGMOID	f32	1x16x1x1
state_predelta-22	RESHAPE	f32	128x128x16x1
node_1346	GATED_DELTA_NET	f32	2048x129x1x1
new_state-22	VIEW	f32	128x128x16x1
cache_s_l22 (view) (copy of new_state-22)	CPY	f32	262144x1x1x1
attn_output-22	VIEW	f32	128x16x1x1
node_1352	MUL	f32	128x16x1x1
z-22	MUL_MAT	f32	2048x1x1x1
z-22 (reshaped)	RESHAPE	f32	128x16x1x1
node_1355	SILU	f32	128x16x1x1
node_1356	MUL	f32	128x16x1x1
final_output-22	RESHAPE	f32	2048x1x1x1
linear_attn_out-22	MUL_MAT	f32	1024x1x1x1
linear_attn_out-22 (reshaped)	RESHAPE	f32	1024x1x1x1
attn_residual-22	ADD	f32	1024x1x1x1
attn_post_norm-22	MUL	f32	1024x1x1x1
ffn_gate-22	MUL_MAT	f32	3584x1x1x1
ffn_up-22	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-22	SWIGLU	f32	3584x1x1x1
ffn_out-22	MUL_MAT	f32	1024x1x1x1
l_out-22	ADD	f32	1024x1x1x1
norm-23	RMS_NORM	f32	1024x1x1x1
attn_norm-23	MUL	f32	1024x1x1x1
Qcur_full-23	MUL_MAT	f32	4096x1x1x1
Qcur_reshaped-23	VIEW	f32	256x8x1x1
Qcur_normed-23	MUL	f32	256x8x1x1
Qcur-23	ROPE	f32	256x8x1x1
Vcur-23	MUL_MAT	f32	512x1x1x1
Kcur-23	MUL_MAT	f32	512x1x1x1
Kcur-23 (reshaped)	RESHAPE	f32	256x2x1x1
Kcur_normed-23	MUL	f32	256x2x1x1
Kcur-23 (view)	VIEW	f32	512x1x1x1
cache_k_l23 (view)	SET_ROWS	f16	512x256x1x1
Vcur-23 (view)	VIEW	f32	512x1x1x1
cache_v_l23 (view)	SET_ROWS	f16	512x256x1x1
Qcur-23 (view)	VIEW	f32	256x8x1x1
Qcur-23 (view) (permuted)	PERMUTE	f32	256x1x8x1
cache_k_l23 (view) (permuted)	PERMUTE	f16	256x256x2x1
cache_v_l23 (view) (permuted)	PERMUTE	f16	256x256x2x1
node_1392	FLASH_ATTN_EXT	f32	256x8x1x1
attn_pregate-23	RESHAPE	f32	2048x1x1x1
Qcur_full-23 (view)	VIEW	f32	256x8x1x1
gate_reshaped-23	CONT	f32	2048x1x1x1
gate_sigmoid-23	SIGMOID	f32	2048x1x1x1
attn_gated-23	MUL	f32	2048x1x1x1
attn_output-23	MUL_MAT	f32	1024x1x1x1
attn_residual-23	ADD	f32	1024x1x1x1
attn_post_norm-23	MUL	f32	1024x1x1x1
ffn_gate-23	MUL_MAT	f32	3584x1x1x1
ffn_up-23	MUL_MAT	f32	3584x1x1x1
ffn_swiglu-23	SWIGLU	f32	3584x1x1x1
ffn_out-23	MUL_MAT	f32	1024x1x1x1
l_out-23	ADD	f32	1024x1x1x1
norm	RMS_NORM	f32	1024x1x1x1
h_nextn	MUL	f32	1024x1x1x1
result_norm	GET_ROWS	f32	1024x1x1x1
result_output	MUL_MAT	f32	248320x1x1x1
